ID,項,レースID,レース名,距離,天候,馬場,開催年,開催コース,開催回,開催日,レースタイプ,No,グレード
295,0,202405010307,4歳以上1勝クラス,1600,晴,良,2024,東京,7,2024-02-03,芝,,
296,0,202405010308,4歳以上1勝クラス,1600,晴,良,2024,東京,8,2024-02-03,ダート,,
297,0,202405010309,春菜賞,1400,晴,良,2024,東京,9,2024-02-03,芝,,
298,0,202405010310,テレビ山梨杯,1400,晴,良,2024,東京,10,2024-02-03,芝,,
299,0,202405010311,JCベストレース記念,2400,晴,良,2024,東京,11,2024-02-03,芝,,
300,0,202405010312,4歳以上2勝クラス,1600,晴,良,2024,東京,12,2024-02-03,ダート,,
301,0,202408020301,3歳未勝利,1200,曇,良,2024,京都,1,2024-02-03,ダート,,
302,0,202408020302,3歳未勝利,1800,曇,良,2024,京都,2,2024-02-03,ダート,,
303,0,202408020303,3歳未勝利,1400,曇,良,2024,京都,3,2024-02-03,ダート,,
304,0,202408020304,3歳新馬,1800,曇,良,2024,京都,4,2024-02-03,ダート,,
305,0,202408020305,3歳未勝利,1600,晴,良,2024,京都,5,2024-02-03,芝,,
306,0,202408020306,3歳1勝クラス,1800,晴,良,2024,京都,6,2024-02-03,ダート,,
307,0,202408020307,4歳以上1勝クラス,2000,晴,良,2024,京都,7,2024-02-03,芝,,
308,0,202408020308,4歳以上2勝クラス,1200,晴,良,2024,京都,8,2024-02-03,芝,,
309,0,202408020309,橿原ステークス,1200,晴,良,2024,京都,9,2024-02-03,ダート,,
310,0,202408020310,エルフィンステークス,1600,曇,良,2024,京都,10,2024-02-03,芝,,
311,0,202408020311,アルデバランS,1900,曇,良,2024,京都,11,2024-02-03,ダート,,
312,0,202408020312,4歳以上1勝クラス,1400,曇,良,2024,京都,12,2024-02-03,ダート,,
313,0,202410010701,3歳未勝利,1700,曇,良,2024,小倉,1,2024-02-03,ダート,,
314,0,202410010702,3歳未勝利,2000,曇,良,2024,小倉,2,2024-02-03,芝,,
315,0,202410010703,3歳未勝利,1000,曇,良,2024,小倉,3,2024-02-03,ダート,,
316,0,202410010704,障害4歳以上オープン,3390,曇,良,2024,小倉,4,2024-02-03,障害,,
317,0,202410010705,障害4歳以上未勝利,2860,曇,良,2024,小倉,5,2024-02-03,障害,,
318,0,202410010706,3歳未勝利,1800,曇,良,2024,小倉,6,2024-02-03,芝,,
319,0,202410010707,4歳以上1勝クラス,2600,小雨,良,2024,小倉,7,2024-02-03,芝,,
320,0,202410010708,4歳以上1勝クラス,1700,小雨,良,2024,小倉,8,2024-02-03,ダート,,
321,0,202410010709,かささぎ賞,1200,小雨,良,2024,小倉,9,2024-02-03,芝,,
322,0,202410010710,有田特別,1000,小雨,良,2024,小倉,10,2024-02-03,ダート,,
323,0,202410010711,別府特別,1800,小雨,稍重,2024,小倉,11,2024-02-03,芝,,
324,0,202410010712,4歳以上1勝クラス,2000,小雨,稍重,2024,小倉,12,2024-02-03,芝,,
325,0,202405010401,3歳未勝利,1400,小雨,良,2024,東京,1,2024-02-04,ダート,,
326,0,202405010402,3歳未勝利,2100,曇,良,2024,東京,2,2024-02-04,ダート,,
327,0,202405010403,3歳新馬,1600,曇,良,2024,東京,3,2024-02-04,ダート,,
328,0,202405010404,4歳以上1勝クラス,1600,曇,良,2024,東京,4,2024-02-04,ダート,,
329,0,202405010405,3歳新馬,1800,曇,良,2024,東京,5,2024-02-04,芝,,
330,0,202405010406,3歳未勝利,1600,曇,良,2024,東京,6,2024-02-04,芝,,
331,0,202405010407,4歳以上2勝クラス,1800,曇,良,2024,東京,7,2024-02-04,芝,,
332,0,202405010408,4歳以上1勝クラス,1300,曇,良,2024,東京,8,2024-02-04,ダート,,
333,0,202405010409,ゆりかもめ賞,2400,曇,良,2024,東京,9,2024-02-04,芝,,
334,0,202405010410,白嶺ステークス,1600,曇,良,2024,東京,10,2024-02-04,ダート,,
335,0,202405010411,東京新聞杯,1600,曇,良,2024,東京,11,2024-02-04,芝,,G3
336,0,202405010412,4歳以上2勝クラス,1300,曇,良,2024,東京,12,2024-02-04,ダート,,
337,0,202408020401,3歳未勝利,1800,曇,良,2024,京都,1,2024-02-04,ダート,,
338,0,202408020402,3歳未勝利,1200,曇,良,2024,京都,2,2024-02-04,ダート,,
339,0,202408020403,3歳未勝利,1900,曇,良,2024,京都,3,2024-02-04,ダート,,
340,0,202408020404,3歳未勝利,1800,曇,良,2024,京都,4,2024-02-04,ダート,,
341,0,202408020405,3歳新馬,1600,曇,良,2024,京都,5,2024-02-04,芝,,
342,0,202408020406,3歳未勝利,2200,曇,良,2024,京都,6,2024-02-04,芝,,
343,0,202408020407,4歳以上1勝クラス,1800,曇,良,2024,京都,7,2024-02-04,ダート,,
344,0,202408020408,4歳以上2勝クラス,2000,曇,良,2024,京都,8,2024-02-04,芝,,
345,0,202408020409,山城ステークス,1400,曇,良,2024,京都,9,2024-02-04,芝,,
346,0,202408020410,令月ステークス,1200,晴,良,2024,京都,10,2024-02-04,ダート,,
347,0,202408020411,きさらぎ賞,1800,晴,良,2024,京都,11,2024-02-04,芝,,G3
348,0,202408020412,4歳以上2勝クラス,1400,晴,良,2024,京都,12,2024-02-04,ダート,,
349,0,202410010801,3歳未勝利,1700,曇,重,2024,小倉,1,2024-02-04,ダート,,
350,0,202410010802,3歳未勝利,1800,曇,重,2024,小倉,2,2024-02-04,芝,,
351,0,202410010803,4歳以上1勝クラス,1000,曇,重,2024,小倉,3,2024-02-04,ダート,,
352,0,202410010804,障害4歳以上未勝利,2860,曇,重,2024,小倉,4,2024-02-04,障害,,
353,0,202410010805,3歳新馬,2000,曇,重,2024,小倉,5,2024-02-04,芝,,
354,0,202410010806,3歳未勝利,1200,曇,重,2024,小倉,6,2024-02-04,芝,,
355,0,202410010807,3歳未勝利,2000,曇,重,2024,小倉,7,2024-02-04,芝,,
356,0,202410010808,4歳以上1勝クラス,1700,曇,重,2024,小倉,8,2024-02-04,ダート,,
357,0,202410010809,合馬特別,1800,曇,重,2024,小倉,9,2024-02-04,芝,,
358,0,202410010810,由布院特別,1700,晴,重,2024,小倉,10,2024-02-04,ダート,,
359,0,202410010811,小倉日経オープン,2000,晴,重,2024,小倉,11,2024-02-04,芝,,
360,0,202410010812,4歳以上1勝クラス,1200,晴,重,2024,小倉,12,2024-02-04,芝,,
361,0,202405010501,3歳未勝利,1300,晴,稍重,2024,東京,1,2024-02-10,ダート,,
362,0,202405010502,3歳新馬,1400,晴,稍重,2024,東京,2,2024-02-10,ダート,,
363,0,202405010503,3歳未勝利,1600,晴,稍重,2024,東京,3,2024-02-10,ダート,,
364,0,202405010504,4歳以上1勝クラス,2100,晴,稍重,2024,東京,4,2024-02-10,ダート,,
365,0,202405010505,3歳未勝利,1400,晴,良,2024,東京,5,2024-02-10,芝,,
366,0,202405010506,3歳未勝利,1800,晴,良,2024,東京,6,2024-02-10,芝,,
367,0,202405010507,3歳1勝クラス,1400,晴,良,2024,東京,7,2024-02-10,芝,,
368,0,202405010508,4歳以上1勝クラス,1400,晴,稍重,2024,東京,8,2024-02-10,ダート,,
369,0,202405010509,箱根特別,2400,晴,良,2024,東京,9,2024-02-10,芝,,
370,0,202405010510,雲雀ステークス,1400,晴,良,2024,東京,10,2024-02-10,芝,,
371,0,202405010511,クイーンカップ,1600,晴,良,2024,東京,11,2024-02-10,芝,,G3
372,0,202405010512,4歳以上2勝クラス,1600,晴,稍重,2024,東京,12,2024-02-10,ダート,,
373,0,202408020501,3歳未勝利,1800,曇,良,2024,京都,1,2024-02-10,ダート,,
374,0,202408020502,3歳未勝利,1900,曇,良,2024,京都,2,2024-02-10,ダート,,
375,0,202408020503,3歳未勝利,1400,曇,良,2024,京都,3,2024-02-10,ダート,,
376,0,202408020504,3歳新馬,1200,曇,良,2024,京都,4,2024-02-10,ダート,,
377,0,202408020505,3歳未勝利,2000,曇,良,2024,京都,5,2024-02-10,芝,,
378,0,202408020506,3歳未勝利,1400,曇,良,2024,京都,6,2024-02-10,ダート,,
379,0,202408020507,4歳以上1勝クラス,1900,曇,良,2024,京都,7,2024-02-10,ダート,,
380,0,202408020508,4歳以上1勝クラス,1200,曇,良,2024,京都,8,2024-02-10,ダート,,
381,0,202408020509,こぶし賞,1600,曇,良,2024,京都,9,2024-02-10,芝,,
382,0,202408020510,飛鳥ステークス,2000,曇,良,2024,京都,10,2024-02-10,芝,,
383,0,202408020511,洛陽ステークス,1600,曇,良,2024,京都,11,2024-02-10,芝,,
384,0,202408020512,4歳以上2勝クラス,1900,曇,良,2024,京都,12,2024-02-10,ダート,,
385,0,202410020101,3歳未勝利,1700,晴,稍重,2024,小倉,1,2024-02-10,ダート,,
386,0,202410020102,3歳未勝利,1800,晴,稍重,2024,小倉,2,2024-02-10,芝,,
387,0,202410020103,3歳未勝利,1000,晴,稍重,2024,小倉,3,2024-02-10,ダート,,
388,0,202410020104,障害4歳以上未勝利,2860,晴,稍重,2024,小倉,4,2024-02-10,障害,,
389,0,202410020105,障害4歳以上オープン,2860,晴,良,2024,小倉,5,2024-02-10,障害,,
390,0,202410020106,3歳未勝利,1800,晴,良,2024,小倉,6,2024-02-10,芝,,
391,0,202410020107,4歳以上1勝クラス,1700,晴,稍重,2024,小倉,7,2024-02-10,ダート,,
392,0,202410020108,4歳以上1勝クラス,2000,晴,良,2024,小倉,8,2024-02-10,芝,,
393,0,202410020109,帆柱山特別,2600,晴,良,2024,小倉,9,2024-02-10,芝,,
394,0,202410020110,大濠特別,1200,晴,良,2024,小倉,10,2024-02-10,芝,,
395,0,202410020111,紫川特別,1700,晴,良,2024,小倉,11,2024-02-10,ダート,,
396,0,202410020112,4歳以上1勝クラス,1200,晴,良,2024,小倉,12,2024-02-10,芝,,
397,0,202405010601,3歳未勝利,1400,晴,稍重,2024,東京,1,2024-02-11,ダート,,
398,0,202405010602,3歳未勝利,2100,晴,稍重,2024,東京,2,2024-02-11,ダート,,
399,0,202405010603,3歳未勝利,1600,晴,稍重,2024,東京,3,2024-02-11,ダート,,
400,0,202405010604,3歳新馬,1600,晴,稍重,2024,東京,4,2024-02-11,ダート,,
401,0,202405010605,3歳未勝利,1800,晴,良,2024,東京,5,2024-02-11,芝,,
402,0,202405010606,4歳以上1勝クラス,2400,晴,良,2024,東京,6,2024-02-11,芝,,
403,0,202405010607,3歳1勝クラス,1600,晴,稍重,2024,東京,7,2024-02-11,ダート,,
404,0,202405010608,4歳以上2勝クラス,1600,晴,良,2024,東京,8,2024-02-11,芝,,
405,0,202405010609,初音ステークス,1800,晴,良,2024,東京,9,2024-02-11,芝,,
406,0,202405010610,バレンタインS,1400,曇,稍重,2024,東京,10,2024-02-11,ダート,,
407,0,202405010611,共同通信杯,1800,曇,良,2024,東京,11,2024-02-11,芝,,G3
408,0,202405010612,4歳以上2勝クラス,1400,曇,稍重,2024,東京,12,2024-02-11,ダート,,
409,0,202408020601,3歳未勝利,1800,晴,良,2024,京都,1,2024-02-11,ダート,,
410,0,202408020602,3歳未勝利,1200,晴,良,2024,京都,2,2024-02-11,ダート,,
411,0,202408020603,3歳新馬,1800,晴,良,2024,京都,3,2024-02-11,ダート,,
412,0,202408020604,3歳1勝クラス,1400,晴,良,2024,京都,4,2024-02-11,ダート,,
413,0,202408020605,3歳未勝利,1600,曇,良,2024,京都,5,2024-02-11,芝,,
414,0,202408020606,3歳未勝利,2000,曇,良,2024,京都,6,2024-02-11,芝,,
415,0,202408020607,4歳以上1勝クラス,1800,曇,良,2024,京都,7,2024-02-11,ダート,,
416,0,202408020608,4歳以上1勝クラス,1600,曇,良,2024,京都,8,2024-02-11,芝,,
417,0,202408020609,春日特別,1800,曇,良,2024,京都,9,2024-02-11,芝,,
418,0,202408020610,北山ステークス,1800,曇,良,2024,京都,10,2024-02-11,ダート,,
419,0,202408020611,京都記念,2200,曇,良,2024,京都,11,2024-02-11,芝,,G2
420,0,202408020612,4歳以上2勝クラス,1200,曇,良,2024,京都,12,2024-02-11,ダート,,
421,0,202410020201,3歳未勝利,1700,晴,良,2024,小倉,1,2024-02-11,ダート,,
422,0,202410020202,3歳未勝利,1200,晴,良,2024,小倉,2,2024-02-11,芝,,
423,0,202410020203,4歳以上1勝クラス,1000,晴,良,2024,小倉,3,2024-02-11,ダート,,
424,0,202410020204,障害4歳以上未勝利,2860,晴,良,2024,小倉,4,2024-02-11,障害,,
425,0,202410020205,3歳未勝利,2000,晴,良,2024,小倉,5,2024-02-11,芝,,
426,0,202410020206,3歳未勝利,1200,晴,良,2024,小倉,6,2024-02-11,芝,,
427,0,202410020207,4歳以上1勝クラス,1800,晴,良,2024,小倉,7,2024-02-11,芝,,
428,0,202410020208,4歳以上1勝クラス,1700,晴,良,2024,小倉,8,2024-02-11,ダート,,
429,0,202410020209,あすなろ賞,2000,晴,良,2024,小倉,9,2024-02-11,芝,,
430,0,202410020210,太宰府特別,1800,晴,良,2024,小倉,10,2024-02-11,芝,,
431,0,202410020211,北九州短距離S,1200,晴,良,2024,小倉,11,2024-02-11,芝,,
432,0,202410020212,4歳以上1勝クラス,1700,晴,良,2024,小倉,12,2024-02-11,ダート,,
433,0,202405010701,3歳未勝利,1400,曇,良,2024,東京,1,2024-02-17,ダート,,
434,0,202405010702,3歳1勝クラス,1400,曇,良,2024,東京,2,2024-02-17,ダート,,
435,0,202405010703,3歳未勝利,1600,曇,良,2024,東京,3,2024-02-17,ダート,,
436,0,202405010704,3歳新馬,1600,曇,良,2024,東京,4,2024-02-17,ダート,,
437,0,202405010705,3歳未勝利,2400,曇,良,2024,東京,5,2024-02-17,芝,,
438,0,202405010706,3歳未勝利,1600,曇,良,2024,東京,6,2024-02-17,芝,,
439,0,202405010707,4歳以上1勝クラス,1400,曇,良,2024,東京,7,2024-02-17,ダート,,
440,0,202405010708,4歳以上2勝クラス,1800,曇,良,2024,東京,8,2024-02-17,芝,,
441,0,202405010709,フリージア賞,2000,曇,良,2024,東京,9,2024-02-17,芝,,
442,0,202405010710,金蹄ステークス,2100,曇,良,2024,東京,10,2024-02-17,ダート,,
443,0,202405010711,ダイヤモンドステークス,3400,曇,良,2024,東京,11,2024-02-17,芝,,G3
444,0,202405010712,4歳以上1勝クラス,1600,曇,良,2024,東京,12,2024-02-17,ダート,,
445,0,202408020701,3歳未勝利,1200,曇,稍重,2024,京都,1,2024-02-17,ダート,,
446,0,202408020702,3歳未勝利,1800,曇,稍重,2024,京都,2,2024-02-17,ダート,,
447,0,202408020703,3歳未勝利,1400,曇,稍重,2024,京都,3,2024-02-17,ダート,,
448,0,202408020704,3歳新馬,1800,曇,稍重,2024,京都,4,2024-02-17,ダート,,
449,0,202408020705,3歳未勝利,2400,曇,良,2024,京都,5,2024-02-17,芝,,
450,0,202408020706,3歳1勝クラス,1400,晴,良,2024,京都,6,2024-02-17,芝,,
451,0,202408020707,4歳以上1勝クラス,1800,晴,稍重,2024,京都,7,2024-02-17,ダート,,
452,0,202408020708,4歳以上1勝クラス,1400,晴,稍重,2024,京都,8,2024-02-17,ダート,,
453,0,202408020709,つばき賞,1800,晴,良,2024,京都,9,2024-02-17,芝,,
454,0,202408020710,河原町ステークス,1400,晴,稍重,2024,京都,10,2024-02-17,ダート,,
455,0,202408020711,京都牝馬ステークス,1400,晴,良,2024,京都,11,2024-02-17,芝,,G3
456,0,202408020712,4歳以上2勝クラス,1400,晴,稍重,2024,京都,12,2024-02-17,ダート,,
457,0,202410020301,3歳未勝利,1700,晴,良,2024,小倉,1,2024-02-17,ダート,,
458,0,202410020302,3歳未勝利,1200,晴,良,2024,小倉,2,2024-02-17,芝,,
459,0,202410020303,3歳未勝利,1000,晴,良,2024,小倉,3,2024-02-17,ダート,,
460,0,202410020304,障害4歳以上オープン,3390,晴,良,2024,小倉,4,2024-02-17,障害,,
461,0,202410020305,障害4歳以上未勝利,2860,晴,良,2024,小倉,5,2024-02-17,障害,,
462,0,202410020306,3歳未勝利,2000,晴,良,2024,小倉,6,2024-02-17,芝,,
463,0,202410020307,4歳以上1勝クラス,1700,晴,良,2024,小倉,7,2024-02-17,ダート,,
464,0,202410020308,4歳以上1勝クラス,1800,晴,良,2024,小倉,8,2024-02-17,芝,,
465,0,202410020309,筑紫特別,2000,晴,良,2024,小倉,9,2024-02-17,芝,,
466,0,202410020310,皿倉山特別,2600,晴,良,2024,小倉,10,2024-02-17,芝,,
467,0,202410020311,小倉城ステークス,1700,晴,良,2024,小倉,11,2024-02-17,ダート,,
468,0,202410020312,4歳以上1勝クラス,1200,晴,良,2024,小倉,12,2024-02-17,芝,,
469,0,202405010801,3歳未勝利,1400,晴,良,2024,東京,1,2024-02-18,ダート,,
470,0,202405010802,3歳未勝利,2100,晴,良,2024,東京,2,2024-02-18,ダート,,
471,0,202405010803,3歳新馬,1400,晴,良,2024,東京,3,2024-02-18,ダート,,
472,0,202405010804,3歳未勝利,1800,晴,良,2024,東京,4,2024-02-18,芝,,
473,0,202405010805,3歳1勝クラス,1600,晴,良,2024,東京,5,2024-02-18,芝,,
474,0,202405010806,4歳以上1勝クラス,1800,晴,良,2024,東京,6,2024-02-18,芝,,
475,0,202405010807,4歳以上2勝クラス,2100,晴,良,2024,東京,7,2024-02-18,ダート,,
476,0,202405010808,4歳以上2勝クラス,1400,晴,良,2024,東京,8,2024-02-18,芝,,
477,0,202405010809,ヒヤシンスステークス,1600,晴,良,2024,東京,9,2024-02-18,ダート,,
478,0,202405010810,コパノリッキーC,2000,晴,良,2024,東京,10,2024-02-18,芝,,
479,0,202405010811,フェブラリーステークス,1600,晴,良,2024,東京,11,2024-02-18,ダート,,G1
480,0,202405010812,大島特別,1400,晴,良,2024,東京,12,2024-02-18,ダート,,
481,0,202408020801,3歳未勝利,1800,曇,稍重,2024,京都,1,2024-02-18,ダート,,
482,0,202408020802,3歳未勝利,1200,曇,稍重,2024,京都,2,2024-02-18,ダート,,
483,0,202408020803,3歳未勝利,1900,曇,稍重,2024,京都,3,2024-02-18,ダート,,
484,0,202408020804,3歳新馬,1400,曇,稍重,2024,京都,4,2024-02-18,ダート,,
485,0,202408020805,3歳未勝利,1800,曇,良,2024,京都,5,2024-02-18,芝,,
486,0,202408020806,3歳1勝クラス,1900,曇,良,2024,京都,6,2024-02-18,ダート,,
487,0,202408020807,4歳以上1勝クラス,2400,曇,良,2024,京都,7,2024-02-18,芝,,
488,0,202408020808,4歳以上1勝クラス,1200,曇,良,2024,京都,8,2024-02-18,ダート,,
489,0,202408020809,天ケ瀬特別,1800,曇,良,2024,京都,9,2024-02-18,ダート,,
490,0,202408020810,斑鳩ステークス,1600,曇,良,2024,京都,10,2024-02-18,芝,,
491,0,202408020811,大和ステークス,1200,曇,良,2024,京都,11,2024-02-18,ダート,,
492,0,202408020812,4歳以上2勝クラス,1600,晴,良,2024,京都,12,2024-02-18,芝,,
493,0,202410020401,3歳未勝利,1700,晴,良,2024,小倉,1,2024-02-18,ダート,,
494,0,202410020402,3歳未勝利,1200,晴,良,2024,小倉,2,2024-02-18,芝,,
495,0,202410020403,4歳以上1勝クラス,1000,晴,良,2024,小倉,3,2024-02-18,ダート,,
496,0,202410020404,障害4歳以上未勝利,2860,晴,良,2024,小倉,4,2024-02-18,障害,,
497,0,202410020405,3歳未勝利,2000,晴,良,2024,小倉,5,2024-02-18,芝,,
498,0,202410020406,4歳以上1勝クラス,2400,晴,良,2024,小倉,6,2024-02-18,ダート,,
499,0,202410020407,3歳未勝利,1800,晴,良,2024,小倉,7,2024-02-18,芝,,
500,0,202410020408,4歳以上1勝クラス,2000,晴,良,2024,小倉,8,2024-02-18,芝,,
501,0,202410020409,伊万里特別,1000,晴,良,2024,小倉,9,2024-02-18,ダート,,
502,0,202410020410,唐戸特別,1200,晴,良,2024,小倉,10,2024-02-18,芝,,
503,0,202410020411,小倉大賞典,1800,晴,良,2024,小倉,11,2024-02-18,芝,,G3
504,0,202410020412,4歳以上1勝クラス,1200,晴,良,2024,小倉,12,2024-02-18,芝,,
505,0,202406020101,3歳未勝利,1200,晴,稍重,2024,中山,1,2024-02-24,ダート,,
506,0,202406020102,3歳未勝利,1800,晴,稍重,2024,中山,2,2024-02-24,ダート,,
507,0,202406020103,3歳未勝利,1200,晴,稍重,2024,中山,3,2024-02-24,ダート,,
508,0,202406020104,3歳未勝利,1800,晴,稍重,2024,中山,4,2024-02-24,ダート,,
509,0,202406020105,3歳未勝利,2000,晴,稍重,2024,中山,5,2024-02-24,芝,,
510,0,202406020106,3歳未勝利,1800,晴,稍重,2024,中山,6,2024-02-24,ダート,,
511,0,202406020107,3歳1勝クラス,1600,晴,稍重,2024,中山,7,2024-02-24,芝,,
512,0,202406020108,4歳以上1勝クラス,1800,晴,稍重,2024,中山,8,2024-02-24,ダート,,
513,0,202406020109,水仙賞,2200,晴,稍重,2024,中山,9,2024-02-24,芝,,
514,0,202406020110,富里特別,1800,晴,稍重,2024,中山,10,2024-02-24,芝,,
515,0,202406020111,幕張ステークス,1600,晴,稍重,2024,中山,11,2024-02-24,芝,,
516,0,202406020112,4歳以上2勝クラス,1200,晴,稍重,2024,中山,12,2024-02-24,ダート,,
517,0,202409010101,3歳未勝利,1400,曇,稍重,2024,阪神,1,2024-02-24,ダート,,
518,0,202409010102,3歳未勝利,1800,曇,稍重,2024,阪神,2,2024-02-24,ダート,,
519,0,202409010103,3歳未勝利,1200,曇,稍重,2024,阪神,3,2024-02-24,ダート,,
520,0,202409010104,3歳未勝利,1800,曇,稍重,2024,阪神,4,2024-02-24,ダート,,
