pedigree,id,item,name,sex_age,birth_date,sale_price,sire,dam,damsire,horse_netkeiba_id
,527,,メジャーデビュー,牝3,,,,,,2021100446
,528,,フラップシグナス,牡5,,,,,,2019104660
,529,,パルデンス,牡6,,,,,,2018104775
,530,,エイシンケプラー,牡4,,,,,,2020106249
,531,,ドンレパルス,牡5,,,,,,2019100553
,532,,アポロプラネット,牡5,,,,,,2019101264
,533,,キングクー,牡5,,,,,,2019102321
,534,,バルミュゼット,牡5,,,,,,2019106701
,535,,ダークンストーミー,牡4,,,,,,2020100656
,536,,トモジャミ,牝4,,,,,,2020105246
,537,,ビップアクア,牝5,,,,,,2019101448
,538,,ヴァンヌ,牡6,,,,,,2018102899
,539,,ナイトアクアリウム,牡4,,,,,,2020103005
,540,,スカイナイル,牝6,,,,,,2018110017
,541,,ブルーダイヤカフェ,牡7,,,,,,2017104560
,542,,ユキノグローリー,牡7,,,,,,2017104000
,543,,ミキノバスドラム,牡6,,,,,,2018105873
,544,,カツラノキサノキ,牡3,,,,,,2021101461
,545,,ベラジオラオウ,牡3,,,,,,2021105021
,546,,サンティヨン,牡3,,,,,,2021100421
,547,,レグロスヴァーグ,牡3,,,,,,2021106628
,548,,ケイアイアンタレス,牡3,,,,,,2021106565
,549,,ケロシンドリームズ,牡3,,,,,,2021100238
,550,,タイセイマーシャル,牡3,,,,,,2021107056
,551,,メイショウモモタ,牡3,,,,,,2021102568
,552,,マテンロウタイム,牡3,,,,,,2021106988
,553,,ジョーインテビット,牡3,,,,,,2021100767
,554,,ドレフォンエンゼル,牝3,,,,,,2021103731
,555,,ジャスパーサン,セ3,,,,,,2021107366
,556,,タイセイガスト,牡3,,,,,,2021102304
,557,,スマートレザルト,牡3,,,,,,2021102722
,558,,ミナデオロ,牡3,,,,,,2021104854
,559,,クリノガリバー,牡3,,,,,,2021102045
,560,,メイショウタムシバ,牝3,,,,,,2021103268
,561,,ファセット,牝3,,,,,,2021102913
,562,,ナデナデ,牝3,,,,,,2021107263
,563,,クリノルイーズ,牝3,,,,,,2021103313
,564,,ラッキーマリリン,牝3,,,,,,2021103318
,565,,カンカール,牝3,,,,,,2021102303
,566,,バタフライロック,牝3,,,,,,2021102058
,567,,アマンディーヌ,牝3,,,,,,2021101124
,568,,アムールベル,牝3,,,,,,2021106311
,569,,ミヤジブリヤン,牝3,,,,,,2021101004
,570,,タマモナポリ,牝3,,,,,,2021106177
,571,,ファストフライト,牝3,,,,,,2021109089
,572,,モニーレ,牝3,,,,,,2021105299
,573,,ジョウショーローズ,牝3,,,,,,2021105313
,574,,シンコーナホチャン,牝3,,,,,,2021100471
,575,,パトジュニア,牡3,,,,,,2021110135
,576,,ルディック,牡3,,,,,,2021110008
,577,,サンノーブル,セ3,,,,,,2021100831
,578,,ピンネシリ,牡3,,,,,,2021106304
,579,,タイセイアレス,牡3,,,,,,2021105333
,580,,ナムラビオラ,牝3,,,,,,2021100694
,581,,リアルモハメド,牡3,,,,,,2021100486
,582,,タイセイファルクス,牡3,,,,,,2021100510
,583,,クリノキングマン,牡3,,,,,,2021101431
,584,,ハクサンシャトル,牡3,,,,,,2021100791
,585,,マーベリックシチー,牡3,,,,,,2021100387
,586,,メイショウポワロ,牝3,,,,,,2021102547
,587,,カフジホルミウム,牡3,,,,,,2021100919
,588,,エーケーリターン,セ3,,,,,,2021101381
,589,,ダイキリ,牡3,,,,,,2021105947
,590,,アスターエルビウム,セ3,,,,,,2021103590
,591,,エメラルドビーチ,牡4,,,,,,2020110055
,592,,マイネルフォーコン,牡4,,,,,,2020104523
,593,,マイネルサンテ,牡4,,,,,,2020106021
,594,,ルワンジュ,牡5,,,,,,2019105798
,595,,ゴッドセンド,牡4,,,,,,2020104469
,596,,カレンチャンキー,牝4,,,,,,2020101162
,597,,マルモリキング,牡4,,,,,,2020100994
,598,,レインメーカー,牡4,,,,,,2020103103
,599,,デアデルマーレ,牝4,,,,,,2020100138
,600,,ビリーズバウンス,牡5,,,,,,2019105116
,601,,アインシュペンナー,牝5,,,,,,2019102274
,602,,クラップアンドチア,牡5,,,,,,2019103679
,603,,メイショウヒュウガ,牡4,,,,,,2020106843
,604,,ディアドコス,牡4,,,,,,2020105409
,605,,グローバリスト,牡4,,,,,,2020106874
,606,,エーティースピカ,牝4,,,,,,2020103996
,607,,グロリアラウス,セ3,,,,,,2021104830
,608,,ミッキースターダム,牡3,,,,,,2021105765
,609,,グランエシェゾー,牝3,,,,,,2021110138
,610,,ホットサマーナイト,牝3,,,,,,2021110036
,611,,スターアドミラル,牡3,,,,,,2021109019
,612,,リアリータイト,牝3,,,,,,2021104170
,613,,レイム,牝3,,,,,,2021106942
,614,,ブイキャット,牝3,,,,,,2021101790
,615,,ドントレットゴー,牝3,,,,,,2021103614
,616,,クスクス,牝3,,,,,,2021103665
,617,,シャドフ,牝3,,,,,,2021105563
,618,,クリノアクアマリン,牝3,,,,,,2021102139
,619,,ウィンカラー,牝3,,,,,,2021102702
,620,,メイショウガイフウ,牡3,,,,,,2021106247
,621,,ウェディングケーキ,牝3,,,,,,2021107273
,622,,ロードトレゾール,牡3,,,,,,2021100144
,623,,クリノイザナミ,牝3,,,,,,2021102118
,624,,コスモモアナ,牡3,,,,,,2021104586
,625,,アドマイヤテラ,牡3,,,,,,2021105369
,626,,ナムラエイハブ,牡3,,,,,,2021102895
,627,,カエルム,牡3,,,,,,2021105160
,628,,エルサビオ,牡3,,,,,,2021105493
,629,,スノーブリザード,牡3,,,,,,2021107138
,630,,ブラーヴイストワル,牡3,,,,,,2021105422
,631,,ガルデルクラージュ,牡3,,,,,,2021105480
,632,,ヴィクトリアドール,牝3,,,,,,2021105428
,633,,サンセットビュー,牝3,,,,,,2021104103
,634,,ハギノサステナブル,牡4,,,,,,2020105639
,635,,サーティファイド,牡5,,,,,,2019105857
,636,,エアフォースワン,牡5,,,,,,2019103506
,637,,サンデーヒーロー,牡4,,,,,,2020100903
,638,,フェニックスループ,牡5,,,,,,2019104918
,639,,テンカオーライ,牡4,,,,,,2020102959
,640,,リオンエトワール,セ4,,,,,,2020102589
,641,,ジョウショーパワー,牡4,,,,,,2020105228
,642,,アマートカヴァロ,牡4,,,,,,2020103754
,643,,アドマイヤソラ,牡4,,,,,,2020103212
,644,,エレアイム,牝5,,,,,,2019105059
,645,,タッチャブル,牡4,,,,,,2020105670
,646,,ハローサブリナ,牝5,,,,,,2019104644
,647,,ガラパゴス,牡5,,,,,,2019102161
,648,,カセノミオ,牝4,,,,,,2020105306
,649,,カッティングジェム,牡4,,,,,,2020104091
,650,,ジャスパージェット,牡5,,,,,,2019106854
,651,,テイエムファルコン,牡7,,,,,,2017102599
,652,,スズカコーズ,牡4,,,,,,2020101035
,653,,アドバンスドリーム,牡5,,,,,,2019110087
,654,,ヴァクストゥーム,牡7,,,,,,2017106136
,655,,ヤマニンルリュール,牝6,,,,,,2018102021
,656,,シモズル,牝4,,,,,,2020101797
,657,,ダイリュウホマレ,牝4,,,,,,2020104046
,658,,シュガーフロート,牝5,,,,,,2019110051
,659,,オーガスタスカイ,牝5,,,,,,2019105161
,660,,グッドグロウス,牡5,,,,,,2019105915
,661,,テキサスフィズ,牝5,,,,,,2019105224
,662,,スマートカリス,牝4,,,,,,2020101708
,663,,ゴールデンスナップ,牝4,,,,,,2020106909
,664,,ケイアイサンデラ,牡4,,,,,,2020104881
,665,,ハギノアルデバラン,牡4,,,,,,2020100976
,666,,カンティプール,牝5,,,,,,2019104703
,667,,ジューンアヲニヨシ,牡4,,,,,,2020100912
,668,,リミットバスター,牡4,,,,,,2020101537
,669,,アスカノミライ,牡6,,,,,,2018100967
,670,,ダディーズトリップ,牡8,,,,,,2016100126
,671,,ダノンピーカブー,牡5,,,,,,2019104769
,672,,レッドエンヴィー,牡8,,,,,,2016104519
,673,,クリノキングボス,牡7,,,,,,2017105720
,674,,グローツラング,牡5,,,,,,2019100360
,675,,サンライズロナウド,牡5,,,,,,2019105087
,676,,レベレンシア,牡5,,,,,,2019100659
,677,,サトノペルセウス,セ6,,,,,,2018104674
,678,,ブルーシンフォニー,牡6,,,,,,2018100693
,679,,ドグマ,牡5,,,,,,2019102522
,680,,アステロイドベルト,セ7,,,,,,2017105321
,681,,ベルクレスタ,牝5,,,,,,2019105415
,682,,ハギノメーテル,牝5,,,,,,2019100653
,683,,メイショウドウドウ,牡9,,,,,,2015103357
,684,,タガノペカ,牝6,,,,,,2018101966
,685,,ワンスカイ,牡7,,,,,,2017100461
,686,,ショウリュウレーヴ,牡6,,,,,,2018105064
,687,,エグレムニ,牡7,,,,,,2017104873
,688,,テーオーステルス,牡5,,,,,,2019103472
,689,,スマートフォルス,牡4,,,,,,2020101707
,690,,サンライズアムール,牡5,,,,,,2019101633
,691,,タガノクリステル,牝5,,,,,,2019100541
,692,,デシエルト,牡5,,,,,,2019105039
,693,,クインズメリッサ,牝6,,,,,,2018101984
,694,,サトノテンペスト,牡6,,,,,,2018100388
,695,,タイセイアベニール,牡9,,,,,,2015100822
,696,,メタマックス,牡4,,,,,,2020110131
,697,,メイショウカズサ,牡7,,,,,,2017106642
,698,,ナンヨーアイボリー,牝6,,,,,,2018105169
,699,,ワルツフォーラン,牝7,,,,,,2017103616
,700,,エンペザー,牡5,,,,,,2019102888
,701,,プルパレイ,セ5,,,,,,2019104911
,702,,メイショウテンスイ,牡7,,,,,,2017106084
,703,,イラーレ,牝5,,,,,,2019100666
,704,,キタノエクスプレス,牡6,,,,,,2018102281
,705,,アンフィニドール,牝6,,,,,,2018100736
,706,,ベンガン,牡7,,,,,,2017101767
,707,,グランツベリー,牝4,,,,,,2020104087
,708,,スマートルシーダ,牡6,,,,,,2018100097
,709,,ガリレイ,セ7,,,,,,2017102809
,710,,エールレヴリー,牝4,,,,,,2020102738
,711,,スズノヤマト,セ7,,,,,,2017104234
,712,,ビッグボーンリタ,牝4,,,,,,2020100736
,713,,バレリーナ,牝4,,,,,,2020104674
,714,,テンジュイン,牝7,,,,,,2017101991
,715,,スミレファースト,牝3,,,,,,2021105619
,716,,ベニシア,牝3,,,,,,2021100662
,717,,エコロカレン,牝3,,,,,,2021103484
,718,,プラビータ,牝3,,,,,,2021106008
,719,,ヴェラリーシャ,牝3,,,,,,2021103172
,720,,サノノリッチ,牝3,,,,,,2021102057
,721,,シャトルトウショウ,牝3,,,,,,2021100306
,722,,シンボリノエル,牝3,,,,,,2021101533
,723,,アヌーク,牝3,,,,,,2021103577
,724,,アケノミョウジョウ,牝3,,,,,,2021106671
,725,,トーアナタリー,牝3,,,,,,2021105336
,726,,ルージュルージュ,牝3,,,,,,2021103016
,727,,フルブースト,牝3,,,,,,2021103035
,728,,ペータース,牝3,,,,,,2021101536
,729,,オキャン,牝3,,,,,,2021100196
,730,,カンパニヤン,牝3,,,,,,2021102384
,731,,タニセンドリーム,牡3,,,,,,2021106057
,732,,アムレートゥム,牡3,,,,,,2021103566
,733,,ラキアレクサンダー,牡3,,,,,,2021106128
,734,,サトノレイズ,牡3,,,,,,2021104961
,735,,グローリーワン,牡3,,,,,,2021103657
,736,,セイウンウィズミー,牝3,,,,,,2021102941
,737,,カラーオブジアース,牡3,,,,,,2021100360
,738,,サットサンガ,牡3,,,,,,2021105071
,739,,リュウノハイル,牡3,,,,,,2021102204
,740,,ゴールドジューク,牡3,,,,,,2021106875
,741,,リリエンフェルト,牝3,,,,,,2021104927
,742,,リアルカイザー,牡3,,,,,,2021100461
,743,,トゥラムプラッツ,牡3,,,,,,2021101927
,744,,ビッグブロック,牡3,,,,,,2021101034
,745,,ウインライズ,牡3,,,,,,2021101087
,746,,サイレントヴォイス,牡3,,,,,,2021105017
,747,,プレジール,牡3,,,,,,2021106209
,748,,ベストディシジョン,セ3,,,,,,2021105718
,749,,ウェットシーズン,セ3,,,,,,2021110112
,750,,ブラボーキングダム,牡3,,,,,,2021101403
,751,,アデランテ,牡3,,,,,,2021103525
,752,,キタノコンドル,牡3,,,,,,2021101969
,753,,グアラニア,牡3,,,,,,2021103051
,754,,タマディープ,牡3,,,,,,2021102302
,755,,ティアップファイト,牡3,,,,,,2021100725
,756,,ファビュラスロード,牡3,,,,,,2021107176
,757,,ラインポーチュラカ,牝3,,,,,,2021101308
,758,,アイスブレイカー,牡3,,,,,,2021103332
,759,,ベニカケソラ,牡3,,,,,,2021106144
,760,,ノリサムソン,牡3,,,,,,2021106291
,761,,サトノダンディ,牡3,,,,,,2021104409
,762,,ジェネレイティブ,牡3,,,,,,2021104571
,763,,ジーティーアグリム,牝3,,,,,,2021104574
,764,,ノーブルブランカ,牝3,,,,,,2021100052
,765,,リフレイン,牝3,,,,,,2021102766
,766,,サンロレンツォ,牝3,,,,,,2021106759
,767,,エピックストーリー,牝3,,,,,,2021104863
,768,,ステラカフェ,牝3,,,,,,2021102839
,769,,ゴールデンモモコ,牝3,,,,,,2021102220
,770,,クーデピンヌ,牝3,,,,,,2021101317
,771,,トシエスマイル,牝3,,,,,,2021100271
,772,,ローグテソーロ,牝3,,,,,,2021102274
,773,,エスシーヤマト,牝3,,,,,,2021100845
,774,,クッキークリーム,牝3,,,,,,2021104621
,775,,ルーナビアンカ,牝3,,,,,,2021100372
,776,,ムーヴオン,牝3,,,,,,2021102879
,777,,ベルイストワール,牝3,,,,,,2021100606
,778,,パステルローズ,牝3,,,,,,2021104592
,779,,サクセスカラー,牝3,,,,,,2021104200
,780,,ホウオウシェリー,牝3,,,,,,2021103486
,781,,ジュビランス,牝3,,,,,,2021105961
,782,,ノーブルシャン,牝3,,,,,,2021101568
,783,,ベルブリエ,牝3,,,,,,2021106639
,784,,ブライティアダイヤ,牝3,,,,,,2021102468
,785,,テイクノーティス,牡3,,,,,,2021104776
,786,,ショウナンマリン,牝3,,,,,,2021103907
,787,,フリーマントル,牡3,,,,,,2021104868
,788,,アジャスト,牝3,,,,,,2021107059
,789,,パンジャボサツ,牝3,,,,,,2021107188
,790,,ソノパッツァディテ,牝3,,,,,,2021102757
,791,,キタノデュエル,牝3,,,,,,2021101117
,792,,ハーバーフロント,牝3,,,,,,2021106523
,793,,メイショウコオロギ,牝3,,,,,,2021102867
,794,,ファーストメイト,牡3,,,,,,2021106798
,795,,ファビュラススター,牡3,,,,,,2021103478
,796,,コスモキュランダ,牡3,,,,,,2021106787
,797,,フォルラニーニ,牡3,,,,,,2021105859
,798,,エコロレイズ,牡3,,,,,,2021103976
,799,,エセルフリーダ,牝3,,,,,,2021105138
,800,,カフェグランデ,牡3,,,,,,2021102838
,801,,アバンデル,牡3,,,,,,2021105499
,802,,コイヌール,牡3,,,,,,2021106561
,803,,ニューステソーロ,牝3,,,,,,2021100206
,804,,コスモエスメラルダ,牝3,,,,,,2021106785
,805,,アルデドゥオーモ,牡3,,,,,,2021100361
,806,,オルコス,牝5,,,,,,2019105258
,807,,イルザ,牝5,,,,,,2019102736
,808,,カフェベラノッテ,牡5,,,,,,2019103308
,809,,スナイチゴールド,牡4,,,,,,2020106457
,810,,コウユーママニニテ,牝5,,,,,,2019101435
,811,,シエラメンテ,牝5,,,,,,2019101462
,812,,ロザシアニン,牝5,,,,,,2019100097
,813,,リングストゥワイス,セ5,,,,,,2019101914
,814,,ゴレイジョウ,牝4,,,,,,2020106336
,815,,サンランシング,牝6,,,,,,2018100298
,816,,カフェブルーム,牝4,,,,,,2020103552
,817,,プラティクレール,牝4,,,,,,2020103900
,818,,スマートオリーブ,牝5,,,,,,2019104059
,819,,クオンタム,牝6,,,,,,2018103206
,820,,マリノリリアン,牝4,,,,,,2020101424
,821,,シェーンプリマー,牝4,,,,,,2020101403
,822,,セブンデイズ,牡6,,,,,,2018105605
,823,,ザメイダン,牡8,,,,,,2016104335
,824,,ロードトゥフェイム,セ6,,,,,,2018103563
,825,,メモリーズオブユー,牡4,,,,,,2020103386
,826,,フロールシュタット,牡5,,,,,,2019105392
,827,,トモジャリア,牡6,,,,,,2018101516
,828,,ファジュル,セ5,,,,,,2019106696
,829,,デストロイ,セ10,,,,,,2014106286
,830,,テイエムタツマキ,牡6,,,,,,2018104463
,831,,ザレストノーウェア,牡6,,,,,,2018105291
,832,,エクスパートラン,牡9,,,,,,2015105573
,833,,ウラエウス,セ6,,,,,,2018104787
,834,,マオノアラシ,牡4,,,,,,2020100850
,835,,サトミノマロン,牡5,,,,,,2019101661
,836,,ヨリノサファイヤ,牝4,,,,,,2020102315
,837,,トクシースタローン,牡5,,,,,,2019103728
,838,,エクセスリターン,牡5,,,,,,2019101274
,839,,クリーンドリーム,牡6,,,,,,2018100440
,840,,トーアシオン,セ8,,,,,,2016104152
,841,,カレンアルカンタラ,牡4,,,,,,2020103086
,842,,ワカミヤプレスト,牡5,,,,,,2019104546
,843,,コルデアニル,牝4,,,,,,2020103154
,844,,タシロ,牡7,,,,,,2017104262
,845,,マコトヴィクラント,牡4,,,,,,2020104940
,846,,カフェカルマ,牡5,,,,,,2019103309
,847,,ボンベール,牡8,,,,,,2016102904
,848,,スリーエクスプレス,牡5,,,,,,2019105979
,849,,ラフルオリータ,牝6,,,,,,2018105342
,850,,ロードアヴニール,牡4,,,,,,2020100142
,851,,アイブランコ,牡7,,,,,,2017106303
,852,,ローズボウル,牡6,,,,,,2018104574
,853,,グリューヴルム,牡5,,,,,,2019105519
,854,,ミヤビマドンナ,牝7,,,,,,2017103607
,855,,トラモント,セ7,,,,,,2017105506
,856,,ダノンブレット,牡6,,,,,,2018104665
,857,,ヒミノフラッシュ,牡6,,,,,,2018101337
,858,,タイセイエピソード,牡5,,,,,,2019106390
,859,,タイセイスラッガー,牡6,,,,,,2018100821
,860,,ヴェノム,牡6,,,,,,2018104346
,861,,フォレストキャット,牝6,,,,,,2018103391
,862,,フランスゴデイナ,牡6,,,,,,2018110117
,863,,ロードバルドル,牡5,,,,,,2019100410
,864,,マイネルクロンヌ,牡7,,,,,,2017102952
,865,,ギャラクシーナイト,牡5,,,,,,2019103586
,866,,シュバルツカイザー,セ6,,,,,,2018110035
,867,,グレイトゲイナー,牡7,,,,,,2017106137
,868,,アビッグチア,牝6,,,,,,2018100040
,869,,モリノドリーム,牝5,,,,,,2019102273
,870,,サンライズオネスト,牡7,,,,,,2017106720
,871,,ファロロジー,牝5,,,,,,2019100450
,872,,ディヴィナシオン,牡7,,,,,,2017100583
,873,,フレッチア,牡9,,,,,,2015104699
,874,,ロードベイリーフ,牡7,,,,,,2017103005
,875,,ファイアダンサー,牝6,,,,,,2018100652
,876,,ホウオウノーサイド,牡5,,,,,,2019105775
,877,,シナモンスティック,牝5,,,,,,2019100791
,878,,コムストックロード,牝5,,,,,,2019100765
,879,,オールパルフェ,牡4,,,,,,2020104056
,880,,ロンドンプラン,牡4,,,,,,2020101588
,881,,リバーラ,牝4,,,,,,2020101678
,882,,スプレモフレイバー,牡4,,,,,,2020103328
,883,,タシット,牡5,,,,,,2019106335
,884,,ノーダブルディップ,牡6,,,,,,2018104837
,885,,グラニット,牡4,,,,,,2020100810
,886,,ボルタドマール,セ5,,,,,,2019104842
,887,,ホウオウプレミア,牡5,,,,,,2019105041
,888,,テラステラ,牡4,,,,,,2020104083
,889,,マイネルダグラス,牡6,,,,,,2018102148
,890,,トゥーサン,牝5,,,,,,2019105976
